226	возьмешь	брать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#214.03#214.315
227	там	там	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#214.315#214.6
228	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#214.6#214.885
229	эээ	эээ	INTJ	_	_	_	_	_	@iav1984m-words#@iav1984m#214.885#215.17
230	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#215.17#215.455
231	Шордич	Шордич	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#215.455#215.74
232	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#215.74#216.025
233	где	где	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#216.025#216.31
234	там	там	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#216.31#216.595
235	гм	гм	INTJ	_	_	_	_	_	@iav1984m-words#@iav1984m#216.595#216.88
236	на	на	ADP	_	_	_	_	_	@iav1984m-words#@iav1984m#216.88#217.165
237	каждой	каждый	DET	_	Case=Loc|Gender=Fem|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#217.165#217.45
238	стене	стена	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#217.45#217.735
239	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#217.735#218.02
240	эээ	эээ	INTJ	_	_	_	_	_	@iav1984m-words#@iav1984m#218.02#218.305
241	с...	с..	INTJ	_	_	_	_	_	@iav1984m-words#@iav1984m#218.305#218.59
242	главные	главный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@iav1984m-words#@iav1984m#218.59#218.875
243	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#218.875#219.16
244	мировые	мировой	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@iav1984m-words#@iav1984m#219.16#219.445
245	художники	художник	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@iav1984m-words#@iav1984m#219.445#219.73
246	по	по	ADP	_	_	_	_	_	@iav1984m-words#@iav1984m#219.73#220.015
247	стритарту	стритарт	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#220.015#220.3
248	туда	туда	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#220.3#220.585
249	приходят	приходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#220.585#220.87
250	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#220.87#221.155
251	и	и	CCONJ	_	_	_	_	_	@iav1984m-words#@iav1984m#221.155#221.44
252	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@iav1984m-words#@iav1984m#221.44#221.725
253	там	там	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#221.725#222.01
254	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#222.01#222.295
255	эээ	эээ	INTJ	_	_	_	_	_	@iav1984m-words#@iav1984m#222.295#222.58
256	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#222.58#222.865
257	раз	раз	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#222.865#223.15
258	в	в	ADP	_	_	_	_	_	@iav1984m-words#@iav1984m#223.15#223.435
259	месяц	месяц	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#223.435#223.72
260	все	весь	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#223.72#224.005
261	это	этот	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#224.005#224.29
262	дело	дело	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#224.29#224.575
263	меняется	меняться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@iav1984m-words#@iav1984m#224.575#224.86
264	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#224.86#225.145
265	никто	никто	PRON	_	Case=Nom	_	_	_	@iav1984m-words#@iav1984m#225.145#225.43
266	ничего	ничто	PRON	_	Case=Gen	_	_	_	@iav1984m-words#@iav1984m#225.43#225.715
267	конечно	конечно	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#225.715#226.0
268	не	не	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#226.0#226.285
269	защищает	защищать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#226.285#226.6
270	подожди	подожди	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#294.09#294.344
271	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#294.344#294.598
272	смотри	смотреть	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#294.598#294.852
273	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#294.852#295.106
274	давай	давать	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#295.106#295.36
275	так	так	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#295.36#295.614
276	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#295.614#295.868
277	стритарт	стритарт	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#295.868#296.122
278	изначально	изначально	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#296.122#296.376
279	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#296.376#296.63
280	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#296.63#296.884
281	нелегальное	нелегальный	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#296.884#297.138
282	искусство	искусство	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#297.138#297.4
283	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#297.87#298.21
284	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#298.21#298.55
285	андеграунд	андеграунд	X	_	Foreign=Yes	_	_	_	@iav1984m-words#@iav1984m#298.55#298.89
286	и	и	CCONJ	_	_	_	_	_	@iav1984m-words#@iav1984m#299.35#299.7
287	тру	тру	X	_	Foreign=Yes	_	_	_	@iav1984m-words#@iav1984m#299.7#300.05
288	там	там	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#300.05#300.4
289	х...	х...	INTJ	_	_	_	_	_	@iav1984m-words#@iav1984m#300.4#300.75
290	художники	художник	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@iav1984m-words#@iav1984m#300.75#301.1
291	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#301.1#301.45
292	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@iav1984m-words#@iav1984m#301.45#301.8
293	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#301.8#302.15
294	ээ	ээ	INTJ	_	_	_	_	_	@iav1984m-words#@iav1984m#302.15#302.5
295	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#302.5#302.85
296	крайне	крайне	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#302.85#303.2
297	там	там	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#303.2#303.55
298	против	против	ADP	_	_	_	_	_	@iav1984m-words#@iav1984m#303.55#303.9
299	вот	вот	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#303.9#304.25
300	всего	весь	DET	_	Case=Gen|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#304.25#304.6
301	этого	это	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#304.6#304.95
302	коммерческого	коммерческий	ADJ	_	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#304.95#305.3
303	согласованного	согласовать	VERB	_	Aspect=Perf|Case=Gen|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass	_	_	_	@iav1984m-words#@iav1984m#305.3#305.65
304	прийти	прийти	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#305.65#306.0
305	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#306.0#306.35
306	и	и	CCONJ	_	_	_	_	_	@iav1984m-words#@iav1984m#306.35#306.7
307	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iav1984m-words#@iav1984m#306.7#307.05
308	не	не	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#307.05#307.4
309	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#307.4#307.75
310	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#307.75#308.1
311	что-нибудь	что-нибудь	PRON	_	Case=Nom	_	_	_	@iav1984m-words#@iav1984m#308.1#308.45
312	там	там	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#308.45#308.8
313	на	на	ADP	_	_	_	_	_	@iav1984m-words#@iav1984m#308.8#309.15
314	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#309.15#309.5
315	эээ	эээ	INTJ	_	_	_	_	_	@iav1984m-words#@iav1984m#309.5#309.85
316	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#309.85#310.2
317	на	на	ADP	_	_	_	_	_	@iav1984m-words#@iav1984m#310.2#310.55
318	стене	стена	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#310.55#310.9
319	кремлевской	кремлевский	ADJ	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#310.9#311.25
320	там	там	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#311.25#311.6
321	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#311.6#311.95
322	ночью	ночь	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#311.95#312.3
323	сделать	делать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#312.3#312.65
324	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#312.65#313.0
325	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#313.0#313.35
326	круто	крутой	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@iav1984m-words#@iav1984m#313.35#313.71
327	вот	вот	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#313.8#314.141
328	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#314.141#314.482
329	эээ	эээ	INTJ	_	_	_	_	_	@iav1984m-words#@iav1984m#314.482#314.823
330	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#314.823#315.164
331	а	а	CCONJ	_	_	_	_	_	@iav1984m-words#@iav1984m#315.164#315.505
332	по	по	ADP	_	_	_	_	_	@iav1984m-words#@iav1984m#315.505#315.846
333	догово...	договоренность	PROPN	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#315.846#316.187
334	договоренности	договоренность	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#316.187#316.528
335	с	с	ADP	_	_	_	_	_	@iav1984m-words#@iav1984m#316.528#316.869
336	мэрией	мэрия	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#316.869#317.21
337	раскрасить	раскрасить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#317.21#317.551
338	какой-нибудь	какой-нибудь	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#317.551#317.892
339	торец	торец	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#317.892#318.233
340	дома	дом	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#318.233#318.574
341	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#318.574#318.915
342	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#318.915#319.256
343	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#319.256#319.597
344	эээ	эээ	INTJ	_	_	_	_	_	@iav1984m-words#@iav1984m#319.597#319.938
345	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#319.938#320.279
346	любой	любой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#320.279#320.62
347	сможет	мочь	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#320.62#320.98
348	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#4.52#4.746
349	очень	очень	ADV	_	Degree=Pos	_	_	_	@asp1991m-words#@asp1991m#4.746#4.972
350	/	/	PUNCT	_	_	_	_	_	@asp1991m-words#@asp1991m#4.972#5.198
351	в...	в...	INTJ	_	_	_	_	_	@asp1991m-words#@asp1991m#5.198#5.424
352	зависело	зависеть	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@asp1991m-words#@asp1991m#5.424#5.65
353	от	от	ADP	_	_	_	_	_	@asp1991m-words#@asp1991m#5.65#5.876
354	времени	время	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#5.876#6.102
355	/	/	PUNCT	_	_	_	_	_	@asp1991m-words#@asp1991m#6.102#6.328
356	потому	потому	ADV	_	Degree=Pos	_	_	_	@asp1991m-words#@asp1991m#6.328#6.554
357	что	что	SCONJ	_	_	_	_	_	@asp1991m-words#@asp1991m#6.554#6.78
358	этот	этот	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#6.78#7.006
359	ээ	ээ	INTJ	_	_	_	_	_	@asp1991m-words#@asp1991m#7.006#7.232
360	квадрат	квадрат	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#7.232#7.458
361	сделан	делать	VERB	_	Aspect=Perf|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@asp1991m-words#@asp1991m#7.458#7.684
362	или	или	CCONJ	_	_	_	_	_	@asp1991m-words#@asp1991m#7.684#7.91
363	в	в	ADP	_	_	_	_	_	@asp1991m-words#@asp1991m#7.91#8.136
364	15	15	NUM	_	_	_	_	_	@asp1991m-words#@asp1991m#8.136#8.362
365	или	или	CCONJ	_	_	_	_	_	@asp1991m-words#@asp1991m#8.362#8.588
366	в	в	ADP	_	_	_	_	_	@asp1991m-words#@asp1991m#8.588#8.814
367	17	17	NUM	_	_	_	_	_	@asp1991m-words#@asp1991m#8.814#9.04
368	году	год	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#9.04#9.266
369	/	/	PUNCT	_	_	_	_	_	@asp1991m-words#@asp1991m#9.266#9.492
370	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@asp1991m-words#@asp1991m#9.492#9.718
371	сейчас	сейчас	ADV	_	Degree=Pos	_	_	_	@asp1991m-words#@asp1991m#9.718#9.944
372	точно	точно	ADV	_	Degree=Pos	_	_	_	@asp1991m-words#@asp1991m#9.944#10.17
373	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@asp1991m-words#@asp1991m#10.17#10.396
374	не	не	PART	_	_	_	_	_	@asp1991m-words#@asp1991m#10.396#10.622
375	скажу	сказать	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@asp1991m-words#@asp1991m#10.622#10.87
376	тогда	тогда	ADV	_	Degree=Pos	_	_	_	@asp1991m-words#@asp1991m#11.35#11.71
377	все	все	PART	_	_	_	_	_	@asp1991m-words#@asp1991m#11.71#12.07
378	еще	еще	ADV	_	Degree=Pos	_	_	_	@asp1991m-words#@asp1991m#12.07#12.43
379	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@asp1991m-words#@asp1991m#12.43#12.79
380	/	/	PUNCT	_	_	_	_	_	@asp1991m-words#@asp1991m#12.79#13.15
381	эпоха	эпоха	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#13.15#13.51
382	модерна	модерн	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#13.51#13.87
383	/	/	PUNCT	_	_	_	_	_	@asp1991m-words#@asp1991m#13.87#14.23
384	и	и	CCONJ	_	_	_	_	_	@asp1991m-words#@asp1991m#14.23#14.59
385	за	за	ADP	_	_	_	_	_	@asp1991m-words#@asp1991m#14.59#14.95
386	счет	счет	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#14.95#15.31
387	модерна	модерный	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#15.31#15.67
388	искусство	искусство	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#15.67#16.03
389	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@asp1991m-words#@asp1991m#16.03#16.39
390	более	более	ADV	_	Degree=Cmp	_	_	_	@asp1991m-words#@asp1991m#16.39#16.75
391	менее	менее	ADV	_	Degree=Cmp	_	_	_	@asp1991m-words#@asp1991m#16.75#17.11
392	таким	такой	DET	_	Case=Ins|Gender=Masc|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#17.11#17.47
393	/	/	PUNCT	_	_	_	_	_	@asp1991m-words#@asp1991m#17.47#17.83
394	знаешь	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@asp1991m-words#@asp1991m#17.83#18.19
395	/	/	PUNCT	_	_	_	_	_	@asp1991m-words#@asp1991m#18.19#18.55
396	живописным	живописный	ADJ	_	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#18.55#18.91
397	и	и	CCONJ	_	_	_	_	_	@asp1991m-words#@asp1991m#18.91#19.27
398	так	так	ADV	_	Degree=Pos	_	_	_	@asp1991m-words#@asp1991m#19.27#19.63
399	далее	далее	ADV	_	Degree=Pos	_	_	_	@asp1991m-words#@asp1991m#19.63#20.01
400	поэтому	поэтому	ADV	_	Degree=Pos	_	_	_	@asp1991m-words#@asp1991m#20.38#20.731
401	первое	первый	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#20.731#21.082
402	/	/	PUNCT	_	_	_	_	_	@asp1991m-words#@asp1991m#21.082#21.433
403	что	что	PRON	_	Case=Acc	_	_	_	@asp1991m-words#@asp1991m#21.433#21.784
404	пытались	пытаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@asp1991m-words#@asp1991m#21.784#22.135
405	сделать	делать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@asp1991m-words#@asp1991m#22.135#22.486
406	художники	художник	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@asp1991m-words#@asp1991m#22.486#22.837
407	условно	условно	ADV	_	Degree=Pos	_	_	_	@asp1991m-words#@asp1991m#22.837#23.188
408	новой	новый	ADJ	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#23.188#23.539
409	волны	волна	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#23.539#23.89
410	авангард	авангард	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@asp1991m-words#@asp1991m#24.14#24.477
411	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#24.477#24.814
412	первый	первый	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#24.814#25.151
413	отряд	отряд	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#25.151#25.49
414	это	этот	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#25.64#25.892
415	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@asp1991m-words#@asp1991m#25.892#26.144
416	которые	который	PRON	_	Case=Nom	_	_	_	@asp1991m-words#@asp1991m#26.144#26.396
417	идут	идти	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@asp1991m-words#@asp1991m#26.396#26.648
418	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@asp1991m-words#@asp1991m#26.648#26.9
419	впереди	впереди	ADV	_	Degree=Pos	_	_	_	@asp1991m-words#@asp1991m#26.9#27.152
420	всех	весь	DET	_	Case=Gen|Number=Plur	_	_	_	@asp1991m-words#@asp1991m#27.152#27.41
421	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@asp1991m-words#@asp1991m#27.73#28.047
422	пытались	пытаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@asp1991m-words#@asp1991m#28.047#28.364
423	сломать	ломать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@asp1991m-words#@asp1991m#28.364#28.681
424	восприятие	восприятие	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#28.681#28.998
425	людей	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@asp1991m-words#@asp1991m#28.998#29.315
426	/	/	PUNCT	_	_	_	_	_	@asp1991m-words#@asp1991m#29.315#29.632
427	что	что	PRON	_	Case=Nom	_	_	_	@asp1991m-words#@asp1991m#29.632#29.949
428	такое	такой	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#29.949#30.266
429	форма	форма	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#30.266#30.583
430	и	и	CCONJ	_	_	_	_	_	@asp1991m-words#@asp1991m#30.583#30.9
431	как	как	SCONJ	_	_	_	_	_	@asp1991m-words#@asp1991m#30.9#31.217
432	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@asp1991m-words#@asp1991m#31.217#31.534
433	должна	должен	ADJ	_	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	_	_	_	@asp1991m-words#@asp1991m#31.534#31.851
434	выглядеть	выглядеть	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@asp1991m-words#@asp1991m#31.851#32.18
435	и	и	PART	_	_	_	_	_	@asp1991m-words#@asp1991m#32.53#32.863
436	Малевич	Малевич	PROPN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#32.863#33.196
437	в	в	ADP	_	_	_	_	_	@asp1991m-words#@asp1991m#33.196#33.529
438	своих	свой	DET	_	Case=Loc|Number=Plur	_	_	_	@asp1991m-words#@asp1991m#33.529#33.862
439	экспериментах	эксперимент	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur	_	_	_	@asp1991m-words#@asp1991m#33.862#34.195
440	/	/	PUNCT	_	_	_	_	_	@asp1991m-words#@asp1991m#34.195#34.528
441	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@asp1991m-words#@asp1991m#34.528#34.861
442	пытался	пытаться	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@asp1991m-words#@asp1991m#34.861#35.194
443	показать	показать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@asp1991m-words#@asp1991m#35.194#35.527
444	ноль	нуль	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#35.527#35.86
445	форм	форма	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@asp1991m-words#@asp1991m#35.86#36.2
446	что	что	PRON	_	Case=Nom	_	_	_	@asp1991m-words#@asp1991m#36.7#37.037
447	такое	такой	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#37.037#37.374
448	ноль	нуль	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@asp1991m-words#@asp1991m#37.374#37.711
